,location,total_sqft,bath,price,bhk
4014,Kanakpura Road,525.0,1.0,30.0,1
4017,Kanakpura Road,525.0,1.0,30.0,1
4024,Kanakpura Road,458.0,1.0,19.695,1
4042,Kanakpura Road,670.0,1.0,35.0,1
4049,Kanakpura Road,525.0,1.0,30.0,1
4053,Kanakpura Road,525.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",27.0,1
4056,Kanakpura Road,712.0,1.0,38.44,1
4065,Kanakpura Road,525.0,1.0,27.0,1
4066,Kanakpura Road,525.0,1.0,27.5,1
4068,Kanakpura Road,525.0,1.0,26.25,1
4070,Kanakpura Road,525.0,1.0,26.0,1
4073,Kanakpura Road,525.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",29.25,1
4101,Kanakpura Road,525.0,1.0,26.01,1
4123,Kanakpura Road,525.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",27.0,1
4138,Kanakpura Road,850.0,1.0,37.32,1
4140,Kanakpura Road,525.0,1.0,30.0,1
4143,Kanakpura Road,525.0,1.0,26.0,1
3960,Kanakpura Road,2250.0,4.0,110.0,4
3992,Kanakpura Road,3500.0,6.0,225.0,4
4028,Kanakpura Road,2775.0,3.0,165.0,4
4153,Kannamangala,957.0,2.0,58.0,2
4154,Kannamangala,957.0,2.0,56.0,2
4159,Kannamangala,957.0,2.0,52.5,2
4161,Kannamangala,957.0,2.0,54.5,2
4163,Kannamangala,957.0,2.0,55.0,2
4164,Kannamangala,957.0,2.0,56.0,2
4156,Kannamangala,1536.0,3.0,89.0,3
4158,Kannamangala,1574.0,3.0,93.34,3
4160,Kannamangala,1536.0,3.0,104.0,3
4169,Karuna Nagar,1057.0,2.0,65.0,2
4166,Karuna Nagar,2500.0,3.0,180.0,3
4167,Karuna Nagar,2500.0,3.0,190.0,3
4168,Karuna Nagar,1962.0,3.0,175.0,3
4170,Karuna Nagar,1354.0,2.0,98.0,3
4171,Karuna Nagar,1945.0,3.0,115.0,3
4172,Karuna Nagar,1960.0,3.0,165.0,3
4208,Kasavanhalli,770.0,1.0,43.82,1
4174,Kasavanhalli,1563.05,3.0,105.0,3
4175,Kasavanhalli,1717.0,3.0,99.0,3
4176,Kasavanhalli,1799.0,3.0,90.0,3
4181,Kasavanhalli,1980.0,3.0,88.0,3
4183,Kasavanhalli,1646.0,3.0,79.5,3
4184,Kasavanhalli,1555.0,3.0,82.5,3
4185,Kasavanhalli,1476.0,3.0,89.0,3
4186,Kasavanhalli,1493.0,3.0,82.0,3
4188,Kasavanhalli,1719.0,3.0,116.0,3
4191,Kasavanhalli,2170.0,3.0,151.0,3
4192,Kasavanhalli,1915.0,3.0,80.0,3
4193,Kasavanhalli,1450.0,3.0,77.41,3
4194,Kasavanhalli,1476.0,3.0,95.0,3
4196,Kasavanhalli,2100.0,3.0,110.0,3
4197,Kasavanhalli,1787.0,3.0,123.0,3
4199,Kasavanhalli,1691.0,3.0,104.0,3
4201,Kasavanhalli,2111.0,4.0,120.0,3
4202,Kasavanhalli,1545.0,3.0,69.0,3
4205,Kasavanhalli,1667.0,3.0,92.0,3
4206,Kasavanhalli,1494.0,3.0,82.0,3
4207,Kasavanhalli,1555.0,3.0,82.0,3
4211,Kasavanhalli,1380.0,2.0,55.0,3
4217,Kasavanhalli,1225.0,2.0,69.0,3
4218,Kasavanhalli,1917.0,3.0,132.0,3
4222,Kasavanhalli,1476.0,3.0,105.0,3
4225,Kasavanhalli,2110.0,4.0,120.0,3
4230,Kasavanhalli,1715.0,3.0,112.0,3
4233,Kasavanhalli,1819.0,3.0,150.0,3
4234,Kasavanhalli,1719.0,3.0,71.0,3
4235,Kasavanhalli,1600.0,3.0,79.0,3
4238,Kasavanhalli,2035.0,3.0,142.0,3
4239,Kasavanhalli,1747.0,3.0,110.0,3
4177,Kasavanhalli,3260.0,4.0,240.0,4
4200,Kasavanhalli,4260.0,4.0,272.0,4
4204,Kasavanhalli,1863.0,3.0,105.0,4
4213,Kasavanhalli,4260.0,4.0,333.0,4
4216,Kasavanhalli,4000.0,4.0,325.0,4
4220,Kasavanhalli,4408.0,4.0,344.0,4
4244,Kasturi Nagar,1567.0,2.0,92.0,2
4247,Kasturi Nagar,1080.0,2.0,80.0,2
4248,Kasturi Nagar,1101.0,2.0,65.0,2
4251,Kasturi Nagar,1100.0,2.0,58.0,2
4253,Kasturi Nagar,1000.0,2.0,58.0,2
4254,Kasturi Nagar,1101.0,2.0,66.0,2
4250,Kasturi Nagar,1896.0,3.0,125.0,4
4255,Kasturi Nagar,2507.0,4.0,155.0,4
4273,Kathriguppe,1250.0,2.0,68.75,2
4256,Kathriguppe,1400.0,2.0,77.0,3
4257,Kathriguppe,1250.0,2.0,68.75,3
4258,Kathriguppe,1245.0,2.0,68.48,3
4259,Kathriguppe,1350.0,2.0,87.01,3
4260,Kathriguppe,1350.0,2.0,80.99,3
4261,Kathriguppe,1365.0,2.0,75.08,3
4262,Kathriguppe,1300.0,3.0,77.99,3
4263,Kathriguppe,1350.0,2.0,80.99,3
4264,Kathriguppe,1390.0,2.0,76.45,3
4265,Kathriguppe,1350.0,3.0,78.3,3
4266,Kathriguppe,1250.0,2.0,68.75,3
4267,Kathriguppe,1300.0,3.0,77.99,3
4268,Kathriguppe,1335.0,2.0,73.43,3
4269,Kathriguppe,1300.0,3.0,77.99,3
4270,Kathriguppe,1300.0,3.0,77.99,3
4271,Kathriguppe,1335.0,2.0,73.43,3
4272,Kathriguppe,1350.0,3.0,80.99,3
4274,Kathriguppe,1350.0,3.0,80.99,3
4284,Kaval Byrasandra,480.0,1.0,25.0,1
4287,Kaval Byrasandra,1450.0,3.0,75.0,3
4290,Kaval Byrasandra,1400.0,3.0,75.0,3
4297,Kenchenahalli,700.0,1.0,35.0,1
4291,Kenchenahalli,1015.0,2.0,58.0,2
4292,Kenchenahalli,1150.0,2.0,58.0,2
4295,Kenchenahalli,870.0,1.0,45.0,2
4296,Kenchenahalli,1150.0,2.0,60.0,2
4298,Kenchenahalli,1060.0,2.0,52.0,2
4299,Kenchenahalli,1150.0,2.0,57.0,2
4293,Kenchenahalli,1280.0,2.0,69.0,3
4294,Kenchenahalli,1410.0,2.0,73.0,3
4300,Kenchenahalli,1720.0,3.0,100.0,3
4319,Kengeri,416.0,1.0,19.5,1
4323,Kengeri,502.0,1.0,25.0,1
4327,Kengeri,500.0,1.0,17.0,1
4328,Kengeri,540.0,1.0,22.5,1
4337,Kengeri,416.0,1.0,18.0,1
4343,Kengeri,1150.0,1.0,52.0,1
4349,Kengeri,410.0,1.0,15.0,1
4350,Kengeri,416.0,1.0,17.19,1
4354,Kengeri,550.0,1.0,16.75,1
4302,Kengeri,750.0,2.0,38.0,2
4303,Kengeri,1160.0,2.0,40.61,2
4304,Kengeri,1197.0,2.0,50.0,2
4305,Kengeri,1200.0,2.0,58.0,2
4307,Kengeri,726.0,2.0,31.0,2
4309,Kengeri,1025.0,2.0,57.0,2
4312,Kengeri,1155.0,2.0,40.6,2
4313,Kengeri,1255.0,2.0,50.0,2
4314,Kengeri,750.0,2.0,36.0,2
4315,Kengeri,963.0,2.0,40.0,2
4316,Kengeri,927.0,2.0,37.0,2
4317,Kengeri,726.0,2.0,35.0,2
4318,Kengeri,918.0,2.0,27.54,2
4320,Kengeri,900.0,2.0,45.0,2
4321,Kengeri,900.0,2.0,30.0,2
4322,Kengeri,787.0,2.0,31.0,2
4326,Kengeri,725.0,2.0,30.0,2
4329,Kengeri,750.0,2.0,35.5,2
4332,Kengeri,1200.0,2.0,58.0,2
4333,Kengeri,1230.0,2.0,45.0,2
4335,Kengeri,750.0,2.0,36.5,2
4336,Kengeri,1000.0,2.0,34.0,2
4339,Kengeri,883.0,2.0,49.0,2
4340,Kengeri,1052.0,2.0,51.0,2
4341,Kengeri,1009.0,2.0,30.27,2
4342,Kengeri,1220.0,2.0,63.0,2
4344,Kengeri,1192.0,2.0,53.5,2
4345,Kengeri,1200.0,2.0,42.0,2
4346,Kengeri,750.0,2.0,40.0,2
4347,Kengeri,1035.0,2.0,51.5,2
4351,Kengeri,1320.0,2.0,50.0,2
4352,Kengeri,1160.0,2.0,40.6,2
4353,Kengeri,2500.0,4.0,100.0,5
4348,Kengeri,3000.0,5.0,130.0,8
4358,Kengeri Satellite Town,930.0,1.0,30.0,1
4368,Kengeri Satellite Town,654.0,1.0,22.0,1
4373,Kengeri Satellite Town,410.0,1.0,15.0,1
4355,Kengeri Satellite Town,890.0,2.0,35.0,2
4356,Kengeri Satellite Town,883.0,2.0,45.0,2
4360,Kengeri Satellite Town,1050.0,2.0,43.0,2
4361,Kengeri Satellite Town,1007.0,2.0,42.0,2
4362,Kengeri Satellite Town,635.0,1.0,22.0,2
4363,Kengeri Satellite Town,818.0,2.0,26.0,2
4364,Kengeri Satellite Town,1030.0,2.0,50.0,2
4365,Kengeri Satellite Town,795.0,2.0,32.0,2
4366,Kengeri Satellite Town,1302.5,2.0,44.285,2
4367,Kengeri Satellite Town,800.0,2.0,40.0,2
4369,Kengeri Satellite Town,1060.0,2.0,42.0,2
4370,Kengeri Satellite Town,750.0,2.0,33.0,2
4371,Kengeri Satellite Town,920.0,2.0,39.0,2
4372,Kengeri Satellite Town,985.0,2.0,42.0,2
4374,Kengeri Satellite Town,1120.0,2.0,49.0,2
4376,Kengeri Satellite Town,1110.0,2.0,43.0,2
4377,Kengeri Satellite Town,1170.0,2.0,50.0,2
4378,Kengeri Satellite Town,777.4,2.0,25.0,2
4379,Kengeri Satellite Town,800.0,2.0,32.0,2
4357,Kengeri Satellite Town,1415.0,2.0,66.0,3
4359,Kengeri Satellite Town,1635.0,2.0,78.0,3
4375,Kengeri Satellite Town,1450.0,2.0,50.0,3
4387,Kereguddadahalli,600.0,1.0,19.5,1
4380,Kereguddadahalli,950.0,2.0,32.0,2
4382,Kereguddadahalli,800.0,2.0,28.0,2
4383,Kereguddadahalli,904.0,2.0,30.0,2
4385,Kereguddadahalli,1000.0,2.0,30.0,2
4388,Kereguddadahalli,1080.0,2.0,32.0,2
4389,Kereguddadahalli,1000.0,2.0,34.0,2
4392,Kereguddadahalli,1015.0,2.0,35.0,2
4404,Kodichikkanahalli,450.0,1.0,18.0,1
4394,Kodichikkanahalli,995.0,2.0,41.0,2
4397,Kodichikkanahalli,1125.0,2.0,52.0,2
4398,Kodichikkanahalli,1150.0,2.0,48.0,2
4399,Kodichikkanahalli,1070.0,2.0,43.0,2
4402,Kodichikkanahalli,1026.0,2.0,45.0,2
4405,Kodichikkanahalli,907.0,2.0,38.5,2
4406,Kodichikkanahalli,1181.0,2.0,57.0,2
4407,Kodichikkanahalli,900.0,2.0,42.0,2
4410,Kodichikkanahalli,976.0,2.0,50.0,2
4412,Kodichikkanahalli,1299.0,2.0,58.0,2
4413,Kodichikkanahalli,900.0,2.0,35.0,2
4393,Kodichikkanahalli,1190.0,2.0,57.0,3
4396,Kodichikkanahalli,1495.0,2.0,75.0,3
4400,Kodichikkanahalli,1620.0,2.0,85.0,3
4401,Kodichikkanahalli,1560.0,2.0,65.0,3
4408,Kodichikkanahalli,1310.0,2.0,53.0,3
4409,Kodichikkanahalli,1400.0,3.0,66.0,3
4395,Kodichikkanahalli,2700.0,7.0,125.0,5
4403,Kodichikkanahalli,2500.0,7.0,125.0,5
4411,Kodichikkanahalli,2700.0,4.0,125.0,5
4414,Kodigehaali,1166.0,2.0,55.0,2
4416,Kodigehaali,1117.0,2.0,56.0,2
4417,Kodigehaali,1200.0,2.0,55.0,2
4418,Kodigehaali,1200.0,2.0,60.0,2
4419,Kodigehaali,1013.0,2.0,51.0,2
4421,Kodigehaali,965.0,2.0,38.0,2
4422,Kodigehaali,866.0,2.0,32.0,2
4415,Kodigehaali,1320.0,3.0,65.0,3
4420,Kodigehaali,1324.0,3.0,65.0,3
4423,Kodigehaali,1442.0,3.0,80.0,3
4426,Kodigehalli,655.0,1.0,53.0,1
4427,Kodigehalli,1820.0,3.0,150.0,3
4429,Kodigehalli,1200.0,4.0,156.0,3
4438,Kodihalli,1490.0,2.0,150.0,2
4430,Kodihalli,3252.0,5.0,335.0,4
4436,Kodihalli,3260.0,5.0,388.0,4
4437,Kodihalli,3197.0,5.0,335.0,4
4446,Kogilu,540.0,1.0,36.0,1
4451,Kogilu,700.0,1.0,30.84,1
4455,Kogilu,700.0,1.0,30.84,1
4439,Kogilu,1909.0,3.0,88.0,3
4440,Kogilu,1664.0,2.0,73.95,3
4445,Kogilu,1934.0,3.0,150.0,3
4447,Kogilu,1559.0,3.0,127.0,3
4450,Kogilu,1559.0,3.0,120.0,3
4457,Kogilu,2456.0,7.0,85.0,7
4461,Konanakunte,884.0,1.0,58.0,2
4460,Konanakunte,2791.0,3.0,223.0,3
4462,Konanakunte,1400.0,2.0,73.0,3
4464,Konanakunte,2400.0,2.0,180.0,3
4466,Konanakunte,1423.0,2.0,85.0,3
4463,Konanakunte,3000.0,4.0,160.0,4
4465,Konanakunte,3746.0,6.0,375.0,4
4467,Koramangala,1320.0,2.0,165.0,2
4468,Koramangala,1253.0,2.0,102.0,2
4472,Koramangala,1005.0,1.0,110.0,2
4475,Koramangala,1290.0,2.0,100.0,2
4476,Koramangala,1300.0,2.0,110.0,2
4478,Koramangala,1325.0,2.0,119.0,2
4479,Koramangala,1140.0,2.0,75.2,2
4480,Koramangala,1260.0,2.0,100.0,2
4482,Koramangala,1900.0,2.0,200.0,2
4490,Koramangala,1320.0,2.0,150.0,2
4491,Koramangala,1320.0,2.0,110.0,2
4498,Koramangala,1083.0,2.0,100.0,2
4500,Koramangala,1180.0,2.0,128.0,2
4501,Koramangala,1320.0,2.0,160.0,2
4502,Koramangala,1370.0,2.0,125.0,2
4503,Koramangala,1100.0,2.0,85.0,2
4504,Koramangala,1249.0,2.0,165.0,2
4505,Koramangala,1200.0,2.0,100.0,2
4510,Koramangala,1320.0,2.0,160.0,2
4511,Koramangala,1350.0,2.0,103.0,2
4514,Koramangala,1320.0,2.0,160.0,2
4517,Koramangala,1355.0,2.0,95.0,2
4519,Koramangala,1260.0,2.0,100.0,2
4469,Koramangala,1580.0,3.0,160.0,3
4470,Koramangala,1750.0,3.0,130.0,3
4473,Koramangala,2292.0,4.0,275.0,3
4474,Koramangala,1835.0,2.0,155.0,3
4477,Koramangala,2200.0,3.0,180.0,3
4481,Koramangala,1975.0,3.0,210.0,3
4483,Koramangala,1750.0,3.0,130.0,3
4484,Koramangala,2292.0,3.0,286.0,3
4485,Koramangala,2300.0,3.0,290.0,3
4486,Koramangala,1594.0,3.0,125.0,3
4487,Koramangala,1760.0,2.0,115.0,3
4489,Koramangala,1900.0,3.0,150.0,3
4494,Koramangala,1615.0,3.0,115.0,3
4495,Koramangala,2246.0,3.0,300.0,3
4496,Koramangala,1716.0,2.0,115.0,3
4497,Koramangala,1500.0,3.0,135.0,3
4499,Koramangala,1744.0,3.0,200.0,3
4506,Koramangala,1720.0,2.0,130.0,3
4507,Koramangala,2223.0,3.0,300.0,3
4508,Koramangala,1744.0,4.0,210.0,3
4509,Koramangala,1866.0,4.0,245.0,3
4513,Koramangala,1642.0,2.0,115.0,3
4515,Koramangala,1710.0,3.0,210.0,3
4516,Koramangala,1700.0,3.0,250.0,3
4518,Koramangala,1600.0,3.0,170.0,3
4520,Koramangala,1910.0,4.0,150.0,3
4521,Koramangala,1600.0,2.0,140.0,3
4471,Koramangala,3500.0,5.0,425.0,4
4488,Koramangala,2503.0,6.0,325.0,4
4492,Koramangala,5985.0,4.0,775.0,4
4493,Koramangala,2461.0,6.0,353.0,4
4512,Koramangala,6000.0,4.0,625.0,4
4522,Kothannur,1206.0,2.0,48.23,2
4524,Kothannur,1100.0,2.0,40.0,2
4525,Kothannur,1197.0,2.0,47.88,2
4526,Kothannur,1197.0,2.0,47.8,2
4527,Kothannur,1070.0,2.0,42.79,2
4530,Kothannur,1070.0,2.0,38.6,2
4556,Kothanur,627.0,1.0,30.0,1
4560,Kothanur,1500.0,1.0,75.0,1
4535,Kothanur,2400.0,2.0,150.0,3
4536,Kothanur,1828.0,3.0,110.0,3
4538,Kothanur,1577.0,3.0,70.0,3
4539,Kothanur,1847.0,3.0,105.0,3
4540,Kothanur,1580.0,3.0,76.0,3
4542,Kothanur,1435.0,3.0,70.0,3
4544,Kothanur,1847.0,3.0,110.0,3
4545,Kothanur,1460.0,3.0,71.0,3
4547,Kothanur,1436.0,3.0,70.0,3
4548,Kothanur,1462.0,3.0,71.0,3
4549,Kothanur,1790.0,3.0,105.0,3
4550,Kothanur,1583.0,3.0,76.1,3
4552,Kothanur,1820.0,3.0,77.0,3
4558,Kothanur,1760.0,3.0,111.0,3
4562,Kothanur,1790.0,3.0,97.0,3
4564,Kothanur,1786.0,2.0,106.0,3
4565,Kothanur,1787.0,3.0,107.0,3
4567,Kothanur,1760.0,3.0,110.0,3
4568,Kothanur,1365.0,3.0,66.0,3
4577,Kothanur,1581.0,3.0,76.0,3
4578,Kothanur,1385.0,3.0,67.0,3
4580,Kothanur,1787.0,3.0,120.0,3
4582,Kothanur,1581.0,3.0,76.0,3
4583,Kothanur,1790.0,3.0,105.0,3
4586,Kothanur,1170.0,3.0,80.0,3
4589,Kothanur,1790.0,3.0,120.0,3
4590,Kothanur,1454.0,3.0,71.5,3
4554,Kothanur,3401.0,5.0,230.0,4
4563,Kothanur,2700.0,4.0,175.0,4
4612,Kudlu,720.0,1.0,33.0,1
4597,Kudlu,1455.0,2.0,60.0,3
4599,Kudlu,1570.0,2.0,65.94,3
4600,Kudlu,1600.0,3.0,79.0,3
4607,Kudlu,1245.0,2.0,60.0,3
4610,Kudlu,2100.0,3.0,114.0,4
4625,Kudlu Gate,703.0,1.0,52.0,1
4616,Kudlu Gate,1535.0,3.0,83.0,3
4617,Kudlu Gate,1535.0,3.0,85.0,3
4618,Kudlu Gate,1535.0,3.0,78.0,3
4619,Kudlu Gate,1535.0,3.0,86.0,3
4620,Kudlu Gate,1564.0,2.0,92.0,3
4621,Kudlu Gate,1364.0,2.0,46.38,3
4623,Kudlu Gate,1707.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",99.745,3
4624,Kudlu Gate,1335.0,3.0,89.0,3
4626,Kudlu Gate,1535.0,3.0,86.0,3
4627,Kudlu Gate,1532.0,3.0,83.0,3
4629,Kudlu Gate,1465.0,2.0,49.81,3
4631,Kudlu Gate,1664.0,3.0,68.0,3
4632,Kudlu Gate,1656.0,3.0,80.0,3
4633,Kudlu Gate,1656.0,3.0,75.0,3
4638,Kudlu Gate,1919.0,3.0,121.0,3
4640,Kudlu Gate,1535.0,3.0,85.0,3
4641,Kudlu Gate,1850.0,3.0,120.0,3
4647,Kudlu Gate,1850.0,3.0,110.0,3
4648,Kudlu Gate,1320.0,2.0,50.0,3
4651,Kudlu Gate,1432.0,2.0,61.11,3
4645,Kudlu Gate,3850.0,6.0,205.0,4
4659,Kumaraswami Layout,850.0,1.0,78.0,1
4657,Kumaraswami Layout,2400.0,2.0,125.0,3
4658,Kumaraswami Layout,1310.0,2.0,70.0,3
4661,Kumaraswami Layout,1310.0,2.0,85.0,3
4664,Kumaraswami Layout,1200.0,3.0,75.0,3
4656,Kumaraswami Layout,2400.0,7.0,125.0,7
4660,Kumaraswami Layout,3200.0,7.0,150.0,7
4663,Kumaraswami Layout,3100.0,7.0,145.0,7
4667,Kundalahalli,1030.0,2.0,49.0,2
4668,Kundalahalli,735.0,2.0,57.99,2
4669,Kundalahalli,1047.0,2.0,82.0,2
4672,Kundalahalli,1010.0,2.0,49.27,2
4680,Kundalahalli,1047.0,2.0,84.0,2
4681,Kundalahalli,1047.0,2.0,83.0,2
4684,Kundalahalli,1120.0,2.0,53.76,2
4685,Kundalahalli,1047.0,2.0,82.62,2
4686,Kundalahalli,1047.0,2.0,91.0,2
4691,Kundalahalli,1010.0,2.0,48.27,2
4692,Kundalahalli,1047.0,2.0,89.0,2
4696,Kundalahalli,1047.0,2.0,72.0,2
4697,Kundalahalli,1260.0,2.0,58.0,2
4699,Kundalahalli,1065.0,2.0,70.0,2
4701,Kundalahalli,1047.0,2.0,91.0,2
4703,Kundalahalli,1315.0,2.0,74.0,2
4707,Kundalahalli,1175.0,2.0,65.0,2
4666,Kundalahalli,1724.0,3.0,125.0,3
4670,Kundalahalli,1397.0,3.0,105.0,3
4671,Kundalahalli,1724.0,3.0,127.0,3
4673,Kundalahalli,1397.0,3.0,110.0,3
4674,Kundalahalli,1397.0,3.0,104.0,3
4675,Kundalahalli,1397.0,3.0,108.0,3
4676,Kundalahalli,1920.0,3.0,150.0,3
4677,Kundalahalli,1397.0,3.0,105.0,3
4678,Kundalahalli,1800.0,3.0,80.0,3
4679,Kundalahalli,1724.0,3.0,124.0,3
4683,Kundalahalli,2075.0,3.0,115.0,3
4687,Kundalahalli,1724.0,3.0,146.0,3
4688,Kundalahalli,1600.0,3.0,170.0,3
4689,Kundalahalli,1496.0,2.0,78.0,3
4690,Kundalahalli,1724.0,3.0,125.0,3
4694,Kundalahalli,1397.0,3.0,105.0,3
4695,Kundalahalli,1800.0,3.0,110.0,3
4700,Kundalahalli,1724.0,3.0,146.0,3
4702,Kundalahalli,1724.0,3.0,128.0,3
4704,Kundalahalli,2100.0,3.0,150.0,3
4705,Kundalahalli,1724.0,3.0,125.0,3
4706,Kundalahalli,1724.0,3.0,140.0,3
4682,Kundalahalli,7000.0,4.0,550.0,4
4693,Kundalahalli,2500.0,5.0,245.0,4
4698,Kundalahalli,3092.0,4.0,230.0,4
4709,LB Shastri Nagar,665.0,1.0,32.0,1
4708,LB Shastri Nagar,1043.0,2.0,55.0,2
4711,LB Shastri Nagar,1184.0,2.0,62.0,2
4712,LB Shastri Nagar,1000.0,2.0,49.5,2
4710,LB Shastri Nagar,1400.0,2.0,80.0,3
4715,Laggere,1200.0,1.0,125.0,1
4717,Laggere,620.0,2.0,48.0,1
4714,Laggere,1200.0,3.0,130.0,3
4713,Laggere,2800.0,5.0,125.0,5
4718,Lakshminarayana Pura,1185.0,2.0,75.0,2
4720,Lakshminarayana Pura,1180.0,2.0,75.0,2
4721,Lakshminarayana Pura,1172.0,2.0,82.0,2
4722,Lakshminarayana Pura,1179.0,2.0,75.0,2
4723,Lakshminarayana Pura,1149.0,2.0,75.0,2
4724,Lakshminarayana Pura,1336.0,2.0,100.0,2
4725,Lakshminarayana Pura,1175.0,2.0,75.0,2
4726,Lakshminarayana Pura,1190.0,2.0,75.0,2
4727,Lakshminarayana Pura,1200.0,2.0,75.0,2
4728,Lakshminarayana Pura,1200.0,2.0,75.0,2
4729,Lakshminarayana Pura,1165.0,2.0,75.0,2
4730,Lakshminarayana Pura,1145.0,2.0,75.0,2
4732,Lakshminarayana Pura,1210.0,2.0,75.0,2
4733,Lakshminarayana Pura,1169.0,2.0,75.0,2
4734,Lakshminarayana Pura,1200.0,2.0,75.0,2
4735,Lakshminarayana Pura,1172.0,2.0,75.0,2
4736,Lakshminarayana Pura,1172.0,2.0,75.0,2
4737,Lakshminarayana Pura,1180.0,2.0,75.0,2
4738,Lakshminarayana Pura,1200.0,2.0,83.0,2
4739,Lakshminarayana Pura,1200.0,2.0,80.0,2
4740,Lakshminarayana Pura,1195.0,2.0,75.0,2
4741,Lakshminarayana Pura,1200.0,2.0,80.0,2
4719,Lakshminarayana Pura,1600.0,2.0,108.0,3
4731,Lakshminarayana Pura,1500.0,3.0,104.0,3
4742,Lingadheeranahalli,1521.0,3.0,95.0,3
4743,Lingadheeranahalli,1511.0,3.0,95.0,3
4744,Lingadheeranahalli,1683.0,3.0,109.0,3
4745,Lingadheeranahalli,1519.0,3.0,93.0,3
4746,Lingadheeranahalli,1521.0,3.0,94.99,3
4747,Lingadheeranahalli,1682.0,3.0,120.0,3
4748,Lingadheeranahalli,1521.0,3.0,94.71,3
4749,Lingadheeranahalli,1893.0,3.0,130.0,3
4750,Lingadheeranahalli,1705.0,3.0,110.0,3
4752,Lingadheeranahalli,1682.0,3.0,113.0,3
4753,Lingadheeranahalli,1682.0,3.0,114.0,3
4754,Lingadheeranahalli,1506.0,3.0,95.0,3
4755,Lingadheeranahalli,1683.0,3.0,110.0,3
4756,Lingadheeranahalli,1684.0,3.0,120.0,3
4758,Lingadheeranahalli,1894.0,4.0,114.0,3
4751,Lingadheeranahalli,2245.0,4.0,154.0,4
4757,Lingadheeranahalli,2236.0,4.0,153.0,4
4759,Lingadheeranahalli,2240.0,4.0,160.0,4
4760,Magadi Road,1116.0,2.0,50.0,2
4761,Magadi Road,884.0,2.0,41.1,2
4762,Magadi Road,1005.0,2.0,55.78,2
4763,Magadi Road,1000.0,2.0,46.5,2
4766,Magadi Road,1345.0,2.0,55.0,2
4768,Magadi Road,1116.0,2.0,51.89,2
4770,Magadi Road,940.0,2.0,50.0,2
4773,Magadi Road,884.0,2.0,48.0,2
4765,Magadi Road,1322.0,2.0,58.82,3
4767,Magadi Road,1191.0,2.0,55.38,3
4769,Magadi Road,1052.0,2.0,60.0,3
4771,Magadi Road,1318.0,2.0,68.0,3
4772,Magadi Road,1187.0,2.0,55.195,3
4764,Magadi Road,1500.0,2.0,93.0,4
4778,Mahadevpura,730.0,1.0,35.0,1
4774,Mahadevpura,1720.0,3.0,78.0,3
4779,Mahadevpura,1434.0,2.0,67.39,3
4782,Mahadevpura,1620.0,2.0,76.0,3
4784,Mahadevpura,1400.0,2.0,65.8,3
4786,Mahadevpura,1601.0,3.0,95.0,3
4787,Mahadevpura,1450.0,3.0,75.0,3
4790,Mahadevpura,1505.0,3.0,64.0,3
4791,Mahadevpura,1505.0,3.0,78.0,3
4792,Mahadevpura,1500.0,2.0,70.0,3
4797,Mahalakshmi Layout,1105.0,2.0,80.0,2
4798,Mahalakshmi Layout,1200.0,2.0,110.0,3
4799,Mahalakshmi Layout,1876.0,3.0,150.0,3
4796,Mahalakshmi Layout,1575.0,5.0,158.0,4
4802,Mallasandra,1340.0,2.0,61.0,2
4803,Mallasandra,1325.0,2.0,70.0,2
4805,Mallasandra,1325.0,2.0,70.0,2
4806,Mallasandra,905.0,2.0,40.0,2
4807,Mallasandra,1325.0,2.0,65.0,2
4808,Mallasandra,1325.0,2.0,73.0,2
4809,Mallasandra,1565.0,2.0,69.0,2
4810,Mallasandra,905.0,2.0,35.0,2
4800,Mallasandra,1665.0,3.0,95.0,3
4801,Mallasandra,1665.0,3.0,86.58,3
4804,Mallasandra,1665.0,3.0,86.91,3
4811,Mallasandra,1524.0,2.0,72.0,3
4812,Mallasandra,1100.0,2.0,76.3,3
4813,Malleshpalya,1140.0,2.0,46.5,2
4814,Malleshpalya,1225.0,2.0,46.86,2
4816,Malleshpalya,1052.0,2.0,50.0,2
4818,Malleshpalya,1065.0,2.0,50.0,2
4819,Malleshpalya,1210.0,2.0,55.0,2
4821,Malleshpalya,1060.0,2.0,40.0,2
4823,Malleshpalya,1421.0,2.0,90.0,2
4824,Malleshpalya,1245.0,2.0,55.0,2
4825,Malleshpalya,1200.0,2.0,46.0,2
4826,Malleshpalya,1225.0,2.0,52.0,2
4827,Malleshwaram,705.0,1.0,67.0,1
4831,Malleshwaram,686.0,1.0,62.5,1
4844,Malleshwaram,480.0,1.0,60.0,1
